53+11->3+1=4,5+1=6->64
69+6->9+6=5c1,6+0+1=7c0->75
18+42->8+2=0c1,1+4+1=6c0->60
98+43->8+3=1c1,9+4+1=4c1->141
22+51->2+1=3,2+5=7->73
1+35->1+5=6,0+3=3->36
12+69->2+9=1c1,1+6+1=8c0->81
53+97->3+7=0c1,5+9+1=5c1->150
23+29->3+9=2c1,2+2+1=5c0->52
36+32->6+2=8,3+3=6->68
15+47->5+7=2c1,1+4+1=6c0->62
27+32->7+2=9,2+3=5->59
30+24->0+4=4,3+2=5->54
75+90->5+0=5,7+9=6c1->165
76+13->6+3=9,7+1=8->89
93+83->3+3=6,9+8=7c1->176
21+39->1+9=0c1,2+3+1=6c0->60
63+80->3+0=3,6+8=4c1->143
17+72->7+2=9,1+7=8->89
99+9->9+9=8c1,9+0+1=0c1->108
32+33->2+3=5,3+3=6->65
8+49->8+9=7c1,0+4+1=5c0->57
54+44->4+4=8,5+4=9->98
15+60->5+0=5,1+6=7->75
99+79->9+9=8c1,9+7+1=7c1->178
61+6->1+6=7,6+0=6->67
4+86->4+6=0c1,0+8+1=9c0->90
8+85->8+5=3c1,0+8+1=9c0->93
52+81->2+1=3,5+8=3c1->133
20+40->0+0=0,2+4=6->60
33+33->3+3=6,3+3=6->66
41+53->1+3=4,4+5=9->94
41+12->1+2=3,4+1=5->53
82+92->2+2=4,8+9=7c1->174
29+2->9+2=1c1,2+0+1=3c0->31
40+88->0+8=8,4+8=2c1->128
74+6->4+6=0c1,7+0+1=8c0->80
82+17->2+7=9,8+1=9->99
32+10->2+0=2,3+1=4->42
11+88->1+8=9,1+8=9->99
35+88->5+8=3c1,3+8+1=2c1->123
80+92->0+2=2,8+9=7c1->172
90+62->0+2=2,9+6=5c1->152
23+81->3+1=4,2+8=0c1->104
7+82->7+2=9,0+8=8->89
3+86->3+6=9,0+8=8->89
40+64->0+4=4,4+6=0c1->104
95+40->5+0=5,9+4=3c1->135
27+2->7+2=9,2+0=2->29
89+20->9+0=9,8+2=0c1->109
65+22->5+2=7,6+2=8->87
28+86->8+6=4c1,2+8+1=1c1->114
14+41->4+1=5,1+4=5->55
53+68->3+8=1c1,5+6+1=2c1->121
62+87->2+7=9,6+8=4c1->149
47+6->7+6=3c1,4+0+1=5c0->53
51+82->1+2=3,5+8=3c1->133
91+23->1+3=4,9+2=1c1->114
85+15->5+5=0c1,8+1+1=0c1->100
33+73->3+3=6,3+7=0c1->106
16+51->6+1=7,1+5=6->67
86+41->6+1=7,8+4=2c1->127
66+70->6+0=6,6+7=3c1->136
71+70->1+0=1,7+7=4c1->141
39+52->9+2=1c1,3+5+1=9c0->91
42+68->2+8=0c1,4+6+1=1c1->110
62+11->2+1=3,6+1=7->73
81+17->1+7=8,8+1=9->98
83+40->3+0=3,8+4=2c1->123
35+36->5+6=1c1,3+3+1=7c0->71
30+80->0+0=0,3+8=1c1->110
11+11->1+1=2,1+1=2->22
95+16->5+6=1c1,9+1+1=1c1->111
67+59->7+9=6c1,6+5+1=2c1->126
95+43->5+3=8,9+4=3c1->138
22+83->2+3=5,2+8=0c1->105
44+64->4+4=8,4+6=0c1->108
53+35->3+5=8,5+3=8->88
41+61->1+1=2,4+6=0c1->102
63+7->3+7=0c1,6+0+1=7c0->70
89+80->9+0=9,8+8=6c1->169
64+71->4+1=5,6+7=3c1->135
30+16->0+6=6,3+1=4->46
53+52->3+2=5,5+5=0c1->105
42+56->2+6=8,4+5=9->98
9+67->9+7=6c1,0+6+1=7c0->76
50+25->0+5=5,5+2=7->75
64+76->4+6=0c1,6+7+1=4c1->140
35+77->5+7=2c1,3+7+1=1c1->112
1+15->1+5=6,0+1=1->16
73+37->3+7=0c1,7+3+1=1c1->110
26+11->6+1=7,2+1=3->37
81+49->1+9=0c1,8+4+1=3c1->130
47+14->7+4=1c1,4+1+1=6c0->61
43+60->3+0=3,4+6=0c1->103
9+40->9+0=9,0+4=4->49
65+94->5+4=9,6+9=5c1->159
14+16->4+6=0c1,1+1+1=3c0->30
40+75->0+5=5,4+7=1c1->115
12+95->2+5=7,1+9=0c1->107
32+48->2+8=0c1,3+4+1=8c0->80
78+96->8+6=4c1,7+9+1=7c1->174
18+66->8+6=4c1,1+6+1=8c0->84
83+83->3+3=6,8+8=6c1->166
74+52->4+2=6,7+5=2c1->126
7+83->7+3=0c1,0+8+1=9c0->90
6+93->6+3=9,0+9=9->99
52+12->2+2=4,5+1=6->64
21+35->1+5=6,2+3=5->56
2+62->2+2=4,0+6=6->64
4+43->4+3=7,0+4=4->47
59+64->9+4=3c1,5+6+1=2c1->123
76+42->6+2=8,7+4=1c1->118
9+18->9+8=7c1,0+1+1=2c0->27
91+83->1+3=4,9+8=7c1->174
6+66->6+6=2c1,0+6+1=7c0->72
10+86->0+6=6,1+8=9->96
12+33->2+3=5,1+3=4->45
84+98->4+8=2c1,8+9+1=8c1->182
49+39->9+9=8c1,4+3+1=8c0->88
96+79->6+9=5c1,9+7+1=7c1->175
76+43->6+3=9,7+4=1c1->119
97+48->7+8=5c1,9+4+1=4c1->145
43+13->3+3=6,4+1=5->56
20+54->0+4=4,2+5=7->74
83+26->3+6=9,8+2=0c1->109
13+25->3+5=8,1+2=3->38
1+18->1+8=9,0+1=1->19
10+55->0+5=5,1+5=6->65
72+87->2+7=9,7+8=5c1->159
87+65->7+5=2c1,8+6+1=5c1->152
2+60->2+0=2,0+6=6->62
33+7->3+7=0c1,3+0+1=4c0->40
79+76->9+6=5c1,7+7+1=5c1->155
28+49->8+9=7c1,2+4+1=7c0->77
98+80->8+0=8,9+8=7c1->178
3+56->3+6=9,0+5=5->59
64+86->4+6=0c1,6+8+1=5c1->150
56+34->6+4=0c1,5+3+1=9c0->90
3+10->3+0=3,0+1=1->13
20+51->0+1=1,2+5=7->71
53+21->3+1=4,5+2=7->74
66+15->6+5=1c1,6+1+1=8c0->81
54+21->4+1=5,5+2=7->75
62+71->2+1=3,6+7=3c1->133
58+57->8+7=5c1,5+5+1=1c1->115
23+55->3+5=8,2+5=7->78
29+53->9+3=2c1,2+5+1=8c0->82
85+66->5+6=1c1,8+6+1=5c1->151
37+63->7+3=0c1,3+6+1=0c1->100
10+32->0+2=2,1+3=4->42
86+88->6+8=4c1,8+8+1=7c1->174
73+48->3+8=1c1,7+4+1=2c1->121
50+97->0+7=7,5+9=4c1->147
16+88->6+8=4c1,1+8+1=0c1->104
65+75->5+5=0c1,6+7+1=4c1->140
40+3->0+3=3,4+0=4->43
25+48->5+8=3c1,2+4+1=7c0->73
41+2->1+2=3,4+0=4->43
19+46->9+6=5c1,1+4+1=6c0->65
91+35->1+5=6,9+3=2c1->126
44+44->4+4=8,4+4=8->88
83+37->3+7=0c1,8+3+1=2c1->120
19+96->9+6=5c1,1+9+1=1c1->115
14+31->4+1=5,1+3=4->45
71+84->1+4=5,7+8=5c1->155
42+99->2+9=1c1,4+9+1=4c1->141
85+31->5+1=6,8+3=1c1->116
61+52->1+2=3,6+5=1c1->113
29+83->9+3=2c1,2+8+1=1c1->112
17+60->7+0=7,1+6=7->77
44+82->4+2=6,4+8=2c1->126
11+62->1+2=3,1+6=7->73
21+93->1+3=4,2+9=1c1->114
86+72->6+2=8,8+7=5c1->158
11+45->1+5=6,1+4=5->56
55+14->5+4=9,5+1=6->69
30+14->0+4=4,3+1=4->44
88+10->8+0=8,8+1=9->98
26+67->6+7=3c1,2+6+1=9c0->93
28+79->8+9=7c1,2+7+1=0c1->107
63+86->3+6=9,6+8=4c1->149
6+23->6+3=9,0+2=2->29
82+88->2+8=0c1,8+8+1=7c1->170
10+59->0+9=9,1+5=6->69
46+12->6+2=8,4+1=5->58
63+30->3+0=3,6+3=9->93
67+10->7+0=7,6+1=7->77
70+86->0+6=6,7+8=5c1->156
66+46->6+6=2c1,6+4+1=1c1->112
62+81->2+1=3,6+8=4c1->143
21+29->1+9=0c1,2+2+1=5c0->50
12+72->2+2=4,1+7=8->84
2+34->2+4=6,0+3=3->36
71+46->1+6=7,7+4=1c1->117
11+58->1+8=9,1+5=6->69
94+14->4+4=8,9+1=0c1->108
50+94->0+4=4,5+9=4c1->144
53+50->3+0=3,5+5=0c1->103
48+90->8+0=8,4+9=3c1->138
59+49->9+9=8c1,5+4+1=0c1->108
21+45->1+5=6,2+4=6->66
32+25->2+5=7,3+2=5->57
32+61->2+1=3,3+6=9->93
99+44->9+4=3c1,9+4+1=4c1->143
48+27->8+7=5c1,4+2+1=7c0->75
27+72->7+2=9,2+7=9->99
29+78->9+8=7c1,2+7+1=0c1->107
76+35->6+5=1c1,7+3+1=1c1->111
31+90->1+0=1,3+9=2c1->121
31+36->1+6=7,3+3=6->67
72+52->2+2=4,7+5=2c1->124
20+92->0+2=2,2+9=1c1->112
99+24->9+4=3c1,9+2+1=2c1->123
72+61->2+1=3,7+6=3c1->133
36+84->6+4=0c1,3+8+1=2c1->120
6+48->6+8=4c1,0+4+1=5c0->54
87+80->7+0=7,8+8=6c1->167
49+53->9+3=2c1,4+5+1=0c1->102
46+40->6+0=6,4+4=8->86
97+72->7+2=9,9+7=6c1->169
49+79->9+9=8c1,4+7+1=2c1->128
78+76->8+6=4c1,7+7+1=5c1->154
9+97->9+7=6c1,0+9+1=0c1->106
77+59->7+9=6c1,7+5+1=3c1->136
4+67->4+7=1c1,0+6+1=7c0->71
26+51->6+1=7,2+5=7->77
5+57->5+7=2c1,0+5+1=6c0->62
54+70->4+0=4,5+7=2c1->124
20+31->0+1=1,2+3=5->51
60+45->0+5=5,6+4=0c1->105
70+47->0+7=7,7+4=1c1->117
98+44->8+4=2c1,9+4+1=4c1->142
7+37->7+7=4c1,0+3+1=4c0->44
39+73->9+3=2c1,3+7+1=1c1->112
11+51->1+1=2,1+5=6->62
20+46->0+6=6,2+4=6->66
90+86->0+6=6,9+8=7c1->176
15+4->5+4=9,1+0=1->19
39+15->9+5=4c1,3+1+1=5c0->54
37+92->7+2=9,3+9=2c1->129
84+96->4+6=0c1,8+9+1=8c1->180
99+53->9+3=2c1,9+5+1=5c1->152
80+40->0+0=0,8+4=2c1->120
77+10->7+0=7,7+1=8->87
48+64->8+4=2c1,4+6+1=1c1->112
68+65->8+5=3c1,6+6+1=3c1->133
28+33->8+3=1c1,2+3+1=6c0->61
93+48->3+8=1c1,9+4+1=4c1->141
93+90->3+0=3,9+9=8c1->183
12+16->2+6=8,1+1=2->28
63+36->3+6=9,6+3=9->99
39+22->9+2=1c1,3+2+1=6c0->61
75+79->5+9=4c1,7+7+1=5c1->154
5+82->5+2=7,0+8=8->87
62+60->2+0=2,6+6=2c1->122
33+31->3+1=4,3+3=6->64
26+76->6+6=2c1,2+7+1=0c1->102
95+14->5+4=9,9+1=0c1->109
15+54->5+4=9,1+5=6->69
77+55->7+5=2c1,7+5+1=3c1->132
97+37->7+7=4c1,9+3+1=3c1->134
20+61->0+1=1,2+6=8->81
23+49->3+9=2c1,2+4+1=7c0->72
56+51->6+1=7,5+5=0c1->107
91+88->1+8=9,9+8=7c1->179
60+33->0+3=3,6+3=9->93
13+43->3+3=6,1+4=5->56
55+30->5+0=5,5+3=8->85
60+88->0+8=8,6+8=4c1->148
63+50->3+0=3,6+5=1c1->113
82+16->2+6=8,8+1=9->98
83+10->3+0=3,8+1=9->93
23+28->3+8=1c1,2+2+1=5c0->51
14+93->4+3=7,1+9=0c1->107
72+12->2+2=4,7+1=8->84
52+98->2+8=0c1,5+9+1=5c1->150
7+8->7+8=5c1->15
87+13->7+3=0c1,8+1+1=0c1->100
41+14->1+4=5,4+1=5->55
57+83->7+3=0c1,5+8+1=4c1->140
70+81->0+1=1,7+8=5c1->151
39+49->9+9=8c1,3+4+1=8c0->88
56+86->6+6=2c1,5+8+1=4c1->142
1+80->1+0=1,0+8=8->81
34+35->4+5=9,3+3=6->69
91+17->1+7=8,9+1=0c1->108
37+70->7+0=7,3+7=0c1->107
27+82->7+2=9,2+8=0c1->109
98+64->8+4=2c1,9+6+1=6c1->162
36+70->6+0=6,3+7=0c1->106
34+31->4+1=5,3+3=6->65
76+11->6+1=7,7+1=8->87
14+17->4+7=1c1,1+1+1=3c0->31
70+6->0+6=6,7+0=7->76
8+97->8+7=5c1,0+9+1=0c1->105
69+41->9+1=0c1,6+4+1=1c1->110
30+2->0+2=2,3+0=3->32
15+2->5+2=7,1+0=1->17
45+37->5+7=2c1,4+3+1=8c0->82
79+94->9+4=3c1,7+9+1=7c1->173
33+9->3+9=2c1,3+0+1=4c0->42
57+99->7+9=6c1,5+9+1=5c1->156
2+53->2+3=5,0+5=5->55
95+28->5+8=3c1,9+2+1=2c1->123
86+30->6+0=6,8+3=1c1->116
71+37->1+7=8,7+3=0c1->108
25+33->5+3=8,2+3=5->58
81+25->1+5=6,8+2=0c1->106
90+93->0+3=3,9+9=8c1->183
38+72->8+2=0c1,3+7+1=1c1->110
42+23->2+3=5,4+2=6->65
20+74->0+4=4,2+7=9->94
21+91->1+1=2,2+9=1c1->112
25+38->5+8=3c1,2+3+1=6c0->63
19+20->9+0=9,1+2=3->39
48+95->8+5=3c1,4+9+1=4c1->143
25+50->5+0=5,2+5=7->75
91+3->1+3=4,9+0=9->94
37+90->7+0=7,3+9=2c1->127
93+46->3+6=9,9+4=3c1->139
25+49->5+9=4c1,2+4+1=7c0->74
7+56->7+6=3c1,0+5+1=6c0->63
46+15->6+5=1c1,4+1+1=6c0->61
2+2->2+2=4->4
55+28->5+8=3c1,5+2+1=8c0->83
21+24->1+4=5,2+2=4->45
63+32->3+2=5,6+3=9->95
45+39->5+9=4c1,4+3+1=8c0->84
88+32->8+2=0c1,8+3+1=2c1->120
47+87->7+7=4c1,4+8+1=3c1->134
52+76->2+6=8,5+7=2c1->128
35+80->5+0=5,3+8=1c1->115
5+34->5+4=9,0+3=3->39
63+90->3+0=3,6+9=5c1->153
68+35->8+5=3c1,6+3+1=0c1->103
56+97->6+7=3c1,5+9+1=5c1->153
83+27->3+7=0c1,8+2+1=1c1->110
44+5->4+5=9,4+0=4->49
57+52->7+2=9,5+5=0c1->109
38+89->8+9=7c1,3+8+1=2c1->127
75+95->5+5=0c1,7+9+1=7c1->170
46+19->6+9=5c1,4+1+1=6c0->65
27+96->7+6=3c1,2+9+1=2c1->123
96+64->6+4=0c1,9+6+1=6c1->160
79+58->9+8=7c1,7+5+1=3c1->137
64+18->4+8=2c1,6+1+1=8c0->82
75+74->5+4=9,7+7=4c1->149
85+5->5+5=0c1,8+0+1=9c0->90
60+85->0+5=5,6+8=4c1->145
84+38->4+8=2c1,8+3+1=2c1->122
89+91->9+1=0c1,8+9+1=8c1->180
7+7->7+7=4c1->14
76+52->6+2=8,7+5=2c1->128
64+89->4+9=3c1,6+8+1=5c1->153
26+92->6+2=8,2+9=1c1->118
95+4->5+4=9,9+0=9->99
78+24->8+4=2c1,7+2+1=0c1->102
73+65->3+5=8,7+6=3c1->138
80+88->0+8=8,8+8=6c1->168
31+61->1+1=2,3+6=9->92
19+63->9+3=2c1,1+6+1=8c0->82
87+9->7+9=6c1,8+0+1=9c0->96
82+63->2+3=5,8+6=4c1->145
88+45->8+5=3c1,8+4+1=3c1->133
72+57->2+7=9,7+5=2c1->129
18+26->8+6=4c1,1+2+1=4c0->44
91+52->1+2=3,9+5=4c1->143
71+65->1+5=6,7+6=3c1->136
1+60->1+0=1,0+6=6->61
48+18->8+8=6c1,4+1+1=6c0->66
40+81->0+1=1,4+8=2c1->121
57+75->7+5=2c1,5+7+1=3c1->132
35+71->5+1=6,3+7=0c1->106
97+43->7+3=0c1,9+4+1=4c1->140
34+11->4+1=5,3+1=4->45
96+71->6+1=7,9+7=6c1->167
98+55->8+5=3c1,9+5+1=5c1->153
65+49->5+9=4c1,6+4+1=1c1->114
7+85->7+5=2c1,0+8+1=9c0->92
13+29->3+9=2c1,1+2+1=4c0->42
73+30->3+0=3,7+3=0c1->103
20+4->0+4=4,2+0=2->24
1+37->1+7=8,0+3=3->38
55+24->5+4=9,5+2=7->79
21+95->1+5=6,2+9=1c1->116
62+5->2+5=7,6+0=6->67
15+90->5+0=5,1+9=0c1->105
83+70->3+0=3,8+7=5c1->153
60+13->0+3=3,6+1=7->73
48+54->8+4=2c1,4+5+1=0c1->102
87+19->7+9=6c1,8+1+1=0c1->106
85+52->5+2=7,8+5=3c1->137
84+79->4+9=3c1,8+7+1=6c1->163
63+6->3+6=9,6+0=6->69
5+33->5+3=8,0+3=3->38
56+30->6+0=6,5+3=8->86
35+63->5+3=8,3+6=9->98
33+13->3+3=6,3+1=4->46
13+85->3+5=8,1+8=9->98
95+44->5+4=9,9+4=3c1->139
74+15->4+5=9,7+1=8->89
35+82->5+2=7,3+8=1c1->117
37+18->7+8=5c1,3+1+1=5c0->55
14+83->4+3=7,1+8=9->97
45+52->5+2=7,4+5=9->97
47+77->7+7=4c1,4+7+1=2c1->124
51+34->1+4=5,5+3=8->85
45+47->5+7=2c1,4+4+1=9c0->92
93+96->3+6=9,9+9=8c1->189
98+53->8+3=1c1,9+5+1=5c1->151
68+98->8+8=6c1,6+9+1=6c1->166
47+17->7+7=4c1,4+1+1=6c0->64
70+87->0+7=7,7+8=5c1->157
5+92->5+2=7,0+9=9->97
8+70->8+0=8,0+7=7->78
31+84->1+4=5,3+8=1c1->115
28+20->8+0=8,2+2=4->48
98+65->8+5=3c1,9+6+1=6c1->163
59+25->9+5=4c1,5+2+1=8c0->84
9+27->9+7=6c1,0+2+1=3c0->36
38+46->8+6=4c1,3+4+1=8c0->84
35+54->5+4=9,3+5=8->89
57+43->7+3=0c1,5+4+1=0c1->100
80+19->0+9=9,8+1=9->99
78+59->8+9=7c1,7+5+1=3c1->137
30+26->0+6=6,3+2=5->56
41+43->1+3=4,4+4=8->84
72+43->2+3=5,7+4=1c1->115
58+89->8+9=7c1,5+8+1=4c1->147
99+47->9+7=6c1,9+4+1=4c1->146
28+10->8+0=8,2+1=3->38
71+18->1+8=9,7+1=8->89
15+17->5+7=2c1,1+1+1=3c0->32
85+73->5+3=8,8+7=5c1->158
32+36->2+6=8,3+3=6->68
78+27->8+7=5c1,7+2+1=0c1->105
57+81->7+1=8,5+8=3c1->138
37+12->7+2=9,3+1=4->49
5+30->5+0=5,0+3=3->35
53+56->3+6=9,5+5=0c1->109
70+25->0+5=5,7+2=9->95
1+61->1+1=2,0+6=6->62
78+50->8+0=8,7+5=2c1->128
34+14->4+4=8,3+1=4->48
36+11->6+1=7,3+1=4->47
5+98->5+8=3c1,0+9+1=0c1->103
82+38->2+8=0c1,8+3+1=2c1->120
61+48->1+8=9,6+4=0c1->109
76+99->6+9=5c1,7+9+1=7c1->175
61+51->1+1=2,6+5=1c1->112
28+38->8+8=6c1,2+3+1=6c0->66
19+39->9+9=8c1,1+3+1=5c0->58
50+62->0+2=2,5+6=1c1->112
59+42->9+2=1c1,5+4+1=0c1->101
93+97->3+7=0c1,9+9+1=9c1->190
27+77->7+7=4c1,2+7+1=0c1->104
57+27->7+7=4c1,5+2+1=8c0->84
89+41->9+1=0c1,8+4+1=3c1->130
31+76->1+6=7,3+7=0c1->107
30+34->0+4=4,3+3=6->64
49+43->9+3=2c1,4+4+1=9c0->92
57+30->7+0=7,5+3=8->87
87+90->7+0=7,8+9=7c1->177
95+62->5+2=7,9+6=5c1->157
95+45->5+5=0c1,9+4+1=4c1->140
6+26->6+6=2c1,0+2+1=3c0->32
94+56->4+6=0c1,9+5+1=5c1->150
88+1->8+1=9,8+0=8->89
71+96->1+6=7,7+9=6c1->167
66+30->6+0=6,6+3=9->96
33+69->3+9=2c1,3+6+1=0c1->102
12+86->2+6=8,1+8=9->98
71+4->1+4=5,7+0=7->75
26+36->6+6=2c1,2+3+1=6c0->62
74+43->4+3=7,7+4=1c1->117
58+2->8+2=0c1,5+0+1=6c0->60
32+67->2+7=9,3+6=9->99
30+12->0+2=2,3+1=4->42
68+17->8+7=5c1,6+1+1=8c0->85
88+48->8+8=6c1,8+4+1=3c1->136
41+58->1+8=9,4+5=9->99
20+32->0+2=2,2+3=5->52
17+90->7+0=7,1+9=0c1->107
61+49->1+9=0c1,6+4+1=1c1->110
97+10->7+0=7,9+1=0c1->107
63+20->3+0=3,6+2=8->83
53+41->3+1=4,5+4=9->94
95+11->5+1=6,9+1=0c1->106
59+87->9+7=6c1,5+8+1=4c1->146
22+94->2+4=6,2+9=1c1->116
17+71->7+1=8,1+7=8->88
99+52->9+2=1c1,9+5+1=5c1->151
52+74->2+4=6,5+7=2c1->126
52+34->2+4=6,5+3=8->86
23+92->3+2=5,2+9=1c1->115
7+11->7+1=8,0+1=1->18
82+15->2+5=7,8+1=9->97
3+3->3+3=6->6
74+46->4+6=0c1,7+4+1=2c1->120
50+44->0+4=4,5+4=9->94
88+67->8+7=5c1,8+6+1=5c1->155
49+59->9+9=8c1,4+5+1=0c1->108
45+31->5+1=6,4+3=7->76
22+3->2+3=5,2+0=2->25
20+37->0+7=7,2+3=5->57
23+19->3+9=2c1,2+1+1=4c0->42
47+43->7+3=0c1,4+4+1=9c0->90
23+80->3+0=3,2+8=0c1->103
73+32->3+2=5,7+3=0c1->105
12+17->2+7=9,1+1=2->29
32+19->2+9=1c1,3+1+1=5c0->51
13+52->3+2=5,1+5=6->65
71+77->1+7=8,7+7=4c1->148
70+26->0+6=6,7+2=9->96
66+67->6+7=3c1,6+6+1=3c1->133
88+82->8+2=0c1,8+8+1=7c1->170
47+3->7+3=0c1,4+0+1=5c0->50
9+92->9+2=1c1,0+9+1=0c1->101
58+22->8+2=0c1,5+2+1=8c0->80
52+44->2+4=6,5+4=9->96
57+24->7+4=1c1,5+2+1=8c0->81
43+58->3+8=1c1,4+5+1=0c1->101
11+14->1+4=5,1+1=2->25
56+36->6+6=2c1,5+3+1=9c0->92
8+55->8+5=3c1,0+5+1=6c0->63
39+90->9+0=9,3+9=2c1->129
87+77->7+7=4c1,8+7+1=6c1->164
11+80->1+0=1,1+8=9->91
63+60->3+0=3,6+6=2c1->123
66+18->6+8=4c1,6+1+1=8c0->84
43+45->3+5=8,4+4=8->88
7+78->7+8=5c1,0+7+1=8c0->85
34+6->4+6=0c1,3+0+1=4c0->40
14+29->4+9=3c1,1+2+1=4c0->43
29+16->9+6=5c1,2+1+1=4c0->45
56+1->6+1=7,5+0=5->57
27+18->7+8=5c1,2+1+1=4c0->45
41+95->1+5=6,4+9=3c1->136
95+52->5+2=7,9+5=4c1->147
43+38->3+8=1c1,4+3+1=8c0->81
17+48->7+8=5c1,1+4+1=6c0->65
43+84->3+4=7,4+8=2c1->127
93+39->3+9=2c1,9+3+1=3c1->132
39+29->9+9=8c1,3+2+1=6c0->68
5+35->5+5=0c1,0+3+1=4c0->40
47+41->7+1=8,4+4=8->88
66+74->6+4=0c1,6+7+1=4c1->140
85+27->5+7=2c1,8+2+1=1c1->112
82+85->2+5=7,8+8=6c1->167
16+83->6+3=9,1+8=9->99
60+47->0+7=7,6+4=0c1->107
44+61->4+1=5,4+6=0c1->105
46+22->6+2=8,4+2=6->68
90+87->0+7=7,9+8=7c1->177
68+84->8+4=2c1,6+8+1=5c1->152
45+50->5+0=5,4+5=9->95
24+31->4+1=5,2+3=5->55
74+28->4+8=2c1,7+2+1=0c1->102
2+33->2+3=5,0+3=3->35
74+54->4+4=8,7+5=2c1->128
9+81->9+1=0c1,0+8+1=9c0->90
91+31->1+1=2,9+3=2c1->122
73+25->3+5=8,7+2=9->98
54+84->4+4=8,5+8=3c1->138
2+69->2+9=1c1,0+6+1=7c0->71
86+22->6+2=8,8+2=0c1->108
80+68->0+8=8,8+6=4c1->148
30+76->0+6=6,3+7=0c1->106
91+37->1+7=8,9+3=2c1->128
2+74->2+4=6,0+7=7->76
29+29->9+9=8c1,2+2+1=5c0->58
56+52->6+2=8,5+5=0c1->108
70+51->0+1=1,7+5=2c1->121
32+86->2+6=8,3+8=1c1->118
16+31->6+1=7,1+3=4->47
64+65->4+5=9,6+6=2c1->129
73+86->3+6=9,7+8=5c1->159
43+61->3+1=4,4+6=0c1->104
2+94->2+4=6,0+9=9->96
28+35->8+5=3c1,2+3+1=6c0->63
98+18->8+8=6c1,9+1+1=1c1->116
53+92->3+2=5,5+9=4c1->145
94+81->4+1=5,9+8=7c1->175
59+10->9+0=9,5+1=6->69
72+34->2+4=6,7+3=0c1->106
45+1->5+1=6,4+0=4->46
37+60->7+0=7,3+6=9->97
48+8->8+8=6c1,4+0+1=5c0->56
95+77->5+7=2c1,9+7+1=7c1->172
32+34->2+4=6,3+3=6->66
15+70->5+0=5,1+7=8->85
14+98->4+8=2c1,1+9+1=1c1->112
90+79->0+9=9,9+7=6c1->169
74+45->4+5=9,7+4=1c1->119
40+91->0+1=1,4+9=3c1->131
37+7->7+7=4c1,3+0+1=4c0->44
50+49->0+9=9,5+4=9->99
59+40->9+0=9,5+4=9->99
61+79->1+9=0c1,6+7+1=4c1->140
79+25->9+5=4c1,7+2+1=0c1->104
11+24->1+4=5,1+2=3->35
40+30->0+0=0,4+3=7->70
27+68->7+8=5c1,2+6+1=9c0->95
39+97->9+7=6c1,3+9+1=3c1->136
54+5->4+5=9,5+0=5->59
86+37->6+7=3c1,8+3+1=2c1->123
53+19->3+9=2c1,5+1+1=7c0->72
29+19->9+9=8c1,2+1+1=4c0->48
4+60->4+0=4,0+6=6->64
83+1->3+1=4,8+0=8->84
91+93->1+3=4,9+9=8c1->184
39+16->9+6=5c1,3+1+1=5c0->55
12+66->2+6=8,1+6=7->78
9+76->9+6=5c1,0+7+1=8c0->85
12+64->2+4=6,1+6=7->76
56+85->6+5=1c1,5+8+1=4c1->141
43+14->3+4=7,4+1=5->57
77+17->7+7=4c1,7+1+1=9c0->94
26+42->6+2=8,2+4=6->68
45+11->5+1=6,4+1=5->56
7+25->7+5=2c1,0+2+1=3c0->32
96+16->6+6=2c1,9+1+1=1c1->112
26+35->6+5=1c1,2+3+1=6c0->61
51+36->1+6=7,5+3=8->87
33+52->3+2=5,3+5=8->85
38+24->8+4=2c1,3+2+1=6c0->62
93+68->3+8=1c1,9+6+1=6c1->161
30+52->0+2=2,3+5=8->82
83+76->3+6=9,8+7=5c1->159
91+44->1+4=5,9+4=3c1->135
71+47->1+7=8,7+4=1c1->118
64+78->4+8=2c1,6+7+1=4c1->142
61+71->1+1=2,6+7=3c1->132
83+69->3+9=2c1,8+6+1=5c1->152
26+89->6+9=5c1,2+8+1=1c1->115
95+42->5+2=7,9+4=3c1->137
60+2->0+2=2,6+0=6->62
24+62->4+2=6,2+6=8->86
84+75->4+5=9,8+7=5c1->159
68+86->8+6=4c1,6+8+1=5c1->154
21+84->1+4=5,2+8=0c1->105
18+81->8+1=9,1+8=9->99
65+60->5+0=5,6+6=2c1->125
92+6->2+6=8,9+0=9->98
58+90->8+0=8,5+9=4c1->148
30+83->0+3=3,3+8=1c1->113
45+69->5+9=4c1,4+6+1=1c1->114
15+76->5+6=1c1,1+7+1=9c0->91
22+93->2+3=5,2+9=1c1->115
85+75->5+5=0c1,8+7+1=6c1->160
90+17->0+7=7,9+1=0c1->107
91+43->1+3=4,9+4=3c1->134
49+67->9+7=6c1,4+6+1=1c1->116
42+10->2+0=2,4+1=5->52
82+98->2+8=0c1,8+9+1=8c1->180
59+92->9+2=1c1,5+9+1=5c1->151
83+97->3+7=0c1,8+9+1=8c1->180
64+38->4+8=2c1,6+3+1=0c1->102
66+68->6+8=4c1,6+6+1=3c1->134
80+2->0+2=2,8+0=8->82
87+78->7+8=5c1,8+7+1=6c1->165
17+19->7+9=6c1,1+1+1=3c0->36
28+53->8+3=1c1,2+5+1=8c0->81
7+16->7+6=3c1,0+1+1=2c0->23
83+14->3+4=7,8+1=9->97
8+6->8+6=4c1->14
36+82->6+2=8,3+8=1c1->118
58+9->8+9=7c1,5+0+1=6c0->67
